연도,지역,대학명,전형 ,학과,면접유형,평가요소,면접문항
2024,충북,한국교통대,-,-,서류기반인성면접,인성,사회적 약자를 도운 활동이 있으면 말씀해주세요.
2024,충북,한국교통대,-,-,서류기반인성면접,인성,주변 사람들과 갈등을 어떻게 해결하는지 말씀해주세요.
2024,충북,한국교통대,-,자유전공학부,서류기반인성면접,도전정신 ,자유전공학부를 지원하게 된 동기와 진학을 위해 가장 중점을 둔 교내 활동을 구체적으로 이야기해 주세요.
2024,충북,한국교통대,-,자유전공학부,서류기반인성면접,도전정신 ,자유전공학부를 진학기 위해 가장 의미 있다고 생각한 교과목과 그 교과목의 성적 향상을 위하여 어떤 노력을 기울였는지 이야기해 주세요.
2024,충북,극동대,-,-,인적성면접,-,촉법소년의 연령 하한에 대해 찬성과 반대 견해가 있습니다. 이에 대한 자신의 의견을 말해보세요.
2024,충북,극동대,-,-,인적성면접,-,좋아하는 일과 잘하는 일 중에 어느 것을 직업으로 하는 게 좋다고 생각하는지 말해보세요.
2024,충북,극동대,-,-,인적성면접,-,"현재 우리나라는 세계에서 인구가 빠르게 고령화되고, 출산율이 가장 낮은 나라이다. 이러한 위기 상황에 대해서 본인의 생각을 말해보시오."
2024,충북,극동대,-,-,인적성면접,-,"내 인생의 목표는 무엇이며, 목표를 실현하기 위한 구체적 방안이 있으면 말해보시오."
2024,충북,극동대,-,-,인적성면접,-,"해외여행을 가고 싶다면 어디로 왜 가고 싶은지, 그리고 혼자 아니면 누구와 가고 싶은지 얘기해 보세요."
2024,충북,극동대,-,-,인적성면접,-,"인공지능 또는 디지털사회의 발전과 관련하여, 본인이 관심 있는 주제나 노력하고 있는 분야가 있다면 구체적으로 설명해 주십시오."
2024,충북,극동대,-,-,인적성면접,-,"가짜 뉴스와 익명성에 대해서 설명하고, 이와 관련하여 우리가 할 수 있는 노력에 대해 설명해 주십시오. "
2024,충북,극동대,-,-,인적성면접,-,우리 문화 중 가장 세계적이고 자랑할 만한 것이라고 생각하는 것이 있다면 무엇인지 그리고 그 이유를 말해보세요.
2024,충북,극동대,-,-,인적성면접,-,대학을 졸업하고 10년 후가 되면 어떤 분야에서 어떤 활동을 하고 있을 것 같은지 말해보세요.
2024,충북,극동대,-,-,인적성면접,-,"만약 당신의 기억을 USB에 저장할 수 있다면, 모든 기억이 지워져도 남아 있길 바라는 가장 소중한 기억은 무엇인가요?"
2024,충북,가톨릭꽃동네대,-,-,-,-, - 행복의 정의 및 행복의 가장 중요한 조건 
2024,충북,가톨릭꽃동네대,-,-,-,-, - 사회제도가 지향해야 할 가치
2024,충북,가톨릭꽃동네대,-,-,-,-, - 간호사의 윤리
2024,충북,가톨릭꽃동네대,-,-,-,-, - 자원봉사와 사회복지의 유사점과 차이점
2024,충북,가톨릭꽃동네대,-,-,-,-, - 상담사가 갖추어야 할 인간으로서의 자세
2024,충북,가톨릭꽃동네대,-,-,-,-, - 대학생활 동안 전공 관련해서 가장 해보고 싶은 일
2024,충북,가톨릭꽃동네대,-,-,-,-," - (간호사, 사회복지사, 상담심리지도사)가 갖추어야 할 바람직한 자질과 가장 중요한 자질"
2024,충북,가톨릭꽃동네대,-,-,-,-, - 진로 탐색을 위한 어떤 내용의 노력
2024,충북,가톨릭꽃동네대,-,-,-,-," - 지원한 학과를 전공하는데 필요한 능력, 능력을 갖추기 위해 노력한 경험"
2024,충북,가톨릭꽃동네대,-,-,-,-, - 고등학교 생활에서 본인이 가장 성실히 노력했던 점
2024,충북,가톨릭꽃동네대,-,-,-,-, - 주변에 의존하지 않고 본인 스스로 이루어낸 점
2024,충북,가톨릭꽃동네대,-,-,-,-, - 학업 성적 향상을 비롯하여 자신의 발전을 위해 노력한 경험
2024,충북,가톨릭꽃동네대,-,-,-,-, - 자신이 가장 중요하다고 생각하는 가치와 이유
2024,충북,가톨릭꽃동네대,-,-,-,-, - 지금까지 살아오면서 가장 힘들었던 순간과 극복 과정
2024,충북,가톨릭꽃동네대,-,-,-,-, - 특별히 인상적인 봉사 경험 또는 사람을 대상으로 했던 봉사 경험과 느낀 점
2024,충북,가톨릭꽃동네대,-,-,-,-, - 지금까지 살아오면서 가장 큰 성취감을 느낄 수 있었던 사례
2024,충북,가톨릭꽃동네대,-,-,-,-, - 우리 대학교 학과를 선택하는데 가장 크게 영향을 미친 계기
2024,충북,가톨릭꽃동네대,-,-,-,-, - 10년 후 본인의 모습(직업)
2024,충북,가톨릭꽃동네대,-,-,-,-, - 지원한 학과에서 자신을 반드시 선발해야 하는 이유
2024,충북,서원대,일반전형,국어교육과,-,-,1. 우리 대학 국어교육과에 지원한 동기를 말해 주세요. 
2024,충북,서원대,일반전형,국어교육과,-,-,2. 지원자가 생각하는 바람직한 국어교사의 자질과 태도는 무엇인가요?
2024,충북,서원대,일반전형,국어교육과,-,-,3. 국어교육의 어떤 영역에 가장 관심이 있으며 그 이유는 무엇인가요?
2024,충북,서원대,일반전형,국어교육과,-,-,4. 미래의 국어교육은 어떤 모습일까요?
2024,충북,서원대,일반전형,국어교육과,-,-,5. 자신이 읽은 책 중에서 가장 기억에 남는 책은 무엇이며 그 이유에 대해 설명해 주세요. 
2024,충북,서원대,일반전형,영어교육과,-,-,1. 우리 대학 영어교육과에 지원한 동기를 말해 주세요. 
2024,충북,서원대,일반전형,영어교육과,-,-,2. 영어를 좋아하게 된 동기는 무엇입니까?
2024,충북,서원대,일반전형,영어교육과,-,-,3. 영어를 공부하다 힘들고 지쳤을 때는 어떻게 극복합니까?
2024,충북,서원대,일반전형,영어교육과,-,-,4. 본인이 생각하는 최고의 영어교사상은 무엇인가요?
2024,충북,서원대,일반전형,영어교육과,-,-,5. 한국인은 왜 영어를 배워야 할까요?
2024,충북,서원대,일반전형, 교육학과,-,-,1. 우리 대학 교육학과에 지원한 동기를 말해 주세요. 
2024,충북,서원대,일반전형, 교육학과,-,-,2. 교육학과를 입학하게 되면 본인이 가장 경험하고 싶은 것은 무엇입니까?
2024,충북,서원대,일반전형, 교육학과,-,-,3. 교육학과를 졸업한 후 진로계획은 무엇입니까?
2024,충북,서원대,일반전형, 교육학과,-,-,"4. 학창시절 기억에 남는 선생님이 있다면, 그 이유는 무엇입니까?"
2024,충북,서원대,일반전형, 교육학과,-,-,5. 미래 사회에서 학생들이 무엇을 꼭 배웠으면 좋겠다고 생각합니까?
2024,충북,서원대,일반전형,유아교육과,-,-,1. 우리 대학 유아교육과에 지원한 동기를 말해 주세요.
2024,충북,서원대,일반전형,유아교육과,-,-, 2. 미래 유아교사가 갖추어야 할 중요한 역량이 무엇이라고 생각합니까?
2024,충북,서원대,일반전형,유아교육과,-,-,3. 유아교사가 되기에 적합하다고 생각한 자신의 강점은 무엇입니까?
2024,충북,서원대,일반전형,유아교육과,-,-,4. 유아기에 놀이가 중요한 이유가 무엇이라고 생각합니까?
2024,충북,서원대,일반전형,유아교육과,-,-,5. 미래 사회를 살아갈 유아들에게 무엇을 가르쳐야 한다고 생각합니까?
2024,충북,서원대,일반전형,윤리교육과,-,-,1. 우리 대학 윤리교육과에 지원한 동기를 말해 주세요. 
2024,충북,서원대,일반전형,윤리교육과,-,-,2. 어떤 윤리(도덕)교사가 되고 싶습니까?
2024,충북,서원대,일반전형,윤리교육과,-,-,3. 교사가 된다면 학생들로부터 신뢰와 존경을 받기 위하여 어떠한 노력을 할 것입니까?
2024,충북,서원대,일반전형,윤리교육과,-,-,4. 가장 기억에 남는 윤리교사는 누구이며 왜 기억에 남습니까?
2024,충북,서원대,일반전형,윤리교육과,-,-,5.‘교육적 목적의 체벌은 허용되어야 한다.’는 주장에 대한 개인적인 견해는 어떠합니까?
2024,충북,서원대,일반전형,사회교육과,-,-,1. 우리 대학 사회교육과에 지원한 동기를 말해 주세요. 
2024,충북,서원대,일반전형,사회교육과,-,-,2. 사회과 교사가 지녀야 할 자질이나 소양은 무엇이라고 봅니까?
2024,충북,서원대,일반전형,사회교육과,-,-,3. 4차 산업혁명시대에 학교 교육이 나아갈 방향은 무엇이라고 봅니까?
2024,충북,서원대,일반전형,사회교육과,-,-,"4. 고령화, 저출산 시대의 특징과 문제점은 무엇이라고 봅니까?"
2024,충북,서원대,일반전형,사회교육과,-,-,5. 오늘날 사회에서 민주시민이 갖추어야 할 자세는 무엇이라고 봅니까?
2024,충북,서원대,일반전형,역사교육과,-,-,1. 우리 대학 역사교육과에 지원한 동기를 말해 주세요. 
2024,충북,서원대,일반전형,역사교육과,-,-,2. 역사교육과에 입학한 뒤 본인이 추구하고 싶은 공부나 생활에 대해 이야기 해보세요. 
2024,충북,서원대,일반전형,역사교육과,-,-,3. 역사교육과를 졸업한 뒤 선택하게 될 진로가 있다면?
2024,충북,서원대,일반전형,역사교육과,-,-,4. 좋은 역사교사가 되려면 어떤 노력을 기울여야 할까요?
2024,충북,서원대,일반전형,역사교육과,-,-,5. 학생들을 위해 유익하면서도 재미있는 역사수업이 있다면 어떤 것이 있을까요?
2024,충북,서원대,일반전형,수학교육과 ,-,-,1. 우리 대학 수학교육과에 지원한 동기를 말해 주세요. 
2024,충북,서원대,일반전형,수학교육과 ,-,-,2. 수학교육과를 입학한 후 학업 및 생활계획을 말해 주세요. 
2024,충북,서원대,일반전형,수학교육과 ,-,-,3. 중고교 재학 중 가장 인상 깊은 수학 관련 활동은 무엇입니까?
2024,충북,서원대,일반전형,수학교육과 ,-,-,4. 수학교사에게 필요한 능력 중 자신에게 부족한 것과 자신이 갖추고 있는 것은 무엇입니까?
2024,충북,서원대,일반전형,수학교육과 ,-,-,5.‘나는 수학을 잘하는가? 나는 수학을 좋아하는가?’에 대한 나 자신의 대답은?
2024,충북,서원대,일반전형,생물교육과,-,-,1. 우리 대학 생물교육과에 지원한 동기를 말해 주세요.
2024,충북,서원대,일반전형,생물교육과,-,-, 2. 교사가 학생으로부터 신뢰와 존경을 받기 위해서는 어떤 부분이 필요한가요?
2024,충북,서원대,일반전형,생물교육과,-,-,3. 생물학의 어떤 분야에 대해 가장 관심이 있으며 그 동기는 무엇입니까?
2024,충북,서원대,일반전형,생물교육과,-,-,4. 생물교사에게 가장 필요한 부분은 무엇이라 생각합니까?
2024,충북,서원대,일반전형,생물교육과,-,-,5. 고교 생활 중 가장 기억에 남는 생물 실험이 있었다면 무엇인지 말해 주세요.
2024,충북,서원대,일반전형,체육교육과,-,-,1. 우리 대학 체육교육과에 지원한 동기를 말해 주세요.
2024,충북,서원대,일반전형,체육교육과,-,-, 2. 체육교육과 졸업 후 본인의 진로 계획은 무엇입니까?
2024,충북,서원대,일반전형,체육교육과,-,-,3. 다른 교사와 다르게 체육교사로서 갖추어야 할 중요한 자질은 무엇이라고 생각합니까?
2024,충북,서원대,일반전형,체육교육과,-,-,4. 체육교사가 갖추어야 할 여러 자질 중에서 본인이 가지고 있는 자질은 무엇입니까?
2024,충북,서원대,일반전형,체육교육과,-,-,5. 학업 적응에 문제를 겪고 있는 학생에게 어떠한 방법으로 지도하는 것이 바람직하다고 생각하십니까?
2024,충북,서원대, 체육특기자전형,체육교육과,-,-,1. 우리 대학 체육교육과에 지원한 동기를 말해 주세요. 
2024,충북,서원대, 체육특기자전형,체육교육과,-,-,2. 체육교육과 졸업 후 본인의 진로 계획은 무엇입니까?
2024,충북,서원대, 체육특기자전형,체육교육과,-,-,3. 체육교육과에 입학 후 가장 해보고 싶은 경험은 무엇입니까?
2024,충북,서원대, 체육특기자전형,체육교육과,-,-,4. 체육특기자는 운동과 공부를 동시에 병행해야 하는데 이점에 대해 본인의 각오를 말해주세요.
2024,충북,서원대, 체육특기자전형,체육교육과,-,-, 5. 운동선수로서 갖추어야 할 자질은 무엇이라고 생각합니까?
2024,충북,서원대,일반전형, 음악교육과,-,-,1. 우리 대학 음악교육과에 지원한 동기를 말해 주세요. 
2024,충북,서원대,일반전형, 음악교육과,-,-,2. 음악교육과 입학 후 가장 해보고 싶은 경험은 무엇입니까?
2024,충북,서원대,일반전형, 음악교육과,-,-,3. 좋은 음악교사가 되기 위해서 갖추어야 할 중요한 자질은 무엇이라고 생각합니까?
2024,충북,서원대,일반전형, 음악교육과,-,-,4. 음악교사가 갖추어야 할 여러 자질 중에서 지원자가 가지고 있는 강점은 무엇입니까?
2024,충북,서원대,일반전형, 음악교육과,-,-,"5. 음악작품 가운데 가장 기억에 남는 작품은 무엇인지, 그리고 그 이유는 무엇인지 말해보세요."
2024,충북,서원대, 창의면접전형,항공관광학과,-,-,1. 자기소개를 해주세요(30초)
2024,충북,서원대, 창의면접전형,항공관광학과,-,-,2. 우리 대학 항공관광학과를 지원하게 된 동기는 무엇입니까?
2024,충북,서원대, 창의면접전형,항공관광학과,-,-,3. 항공관광학과에 입학한 후 가장 하고 싶은 활동은 어떤 것입니까?
2024,충북,서원대, 창의면접전형,항공관광학과,-,-,4. 학창시절 가장 기억에 남는 활동은 있다면 어떤 것이 있을까요?
2024,충북,서원대, 창의면접전형,항공관광학과,-,-,"5. 항공사 승무원에게 가장 필요한 자질은 무엇이며, 본인은 어떠한 자질을 가지고 있는지 말해보세요. "
2024,충북,서원대, 창의면접전형,"경찰행정학부(경찰행정전공,범죄수사전공)",-,-,1. 우리 대학 경찰행정학부에 지원한 동기를 말해 주세요
2024,충북,서원대, 창의면접전형,"경찰행정학부(경찰행정전공,범죄수사전공)",-,-,2. 대학생이 되면 하고 싶은 것은 무엇입니까?
2024,충북,서원대, 창의면접전형,"경찰행정학부(경찰행정전공,범죄수사전공)",-,-,3. 경찰관에게 가장 중요한 역량은 무엇이라고 생각하나요?
2024,충북,서원대, 창의면접전형,"경찰행정학부(경찰행정전공,범죄수사전공)",-,-,4. 학교폭력 피해자가 공개적으로 가해자를 비난하는 것에 대해서 어떻게 생각하나요?
2024,충북,서원대, 창의면접전형,"경찰행정학부(경찰행정전공,범죄수사전공)",-,-,5. 본인의 장점 및 단점에 대해 말해 주세요. ※수험생의 답변에 대한 꼬리질문 또는 간단한 사항을 추가 질문할 수 있습니다. 
2024,충북,서원대, 창의면접전형,소방행정학과,-,-,1. 우리 대학 소방행정학과에 지원한 동기를 말해 주세요. 
2024,충북,서원대, 창의면접전형,소방행정학과,-,-,2. 소방공무원이 국민들을 위해 하는 일을 아는 대로 말씀해 주세요.
2024,충북,서원대, 창의면접전형,소방행정학과,-,-, 3. 소방공무원이 갖추어야 할 공직관은 무엇이라 생각합니까?
2024,충북,서원대, 창의면접전형,소방행정학과,-,-,4. 본인의 장점 및 단점은 무엇이 있을까요?
2024,충북,서원대, 창의면접전형,소방행정학과,-,-,5. 대학생활에서 가장 중요한 것은 무엇이라 생각합니까?
2024,충북,서원대, 창의면접전형,"사회복지학부(사회복지전공,복지행정전공)",-,-,1. 우리 대학 사회복지학부에 지원한 동기를 말해 주세요. 
2024,충북,서원대, 창의면접전형,"사회복지학부(사회복지전공,복지행정전공)",-,-,2. 사회복지 분야가 어떤 일(업무)를 하는 분야인지 말씀해 주세요. 
2024,충북,서원대, 창의면접전형,"사회복지학부(사회복지전공,복지행정전공)",-,-,3. 사회복지학부에 입학하여 자신이 공부하고자 하는 주요 세부 분야는 무엇입니까?
2024,충북,서원대, 창의면접전형,"사회복지학부(사회복지전공,복지행정전공)",-,-,4. 사회복지 분야와 관련해서 지금까지 해 온 활동은 무엇인가요?
2024,충북,서원대, 창의면접전형,"사회복지학부(사회복지전공,복지행정전공)",-,-,5. 사회복지사가 갖추어야 할 가장 중요 중요한 덕목은 무엇이라고 생각합니까?
2024,충북,서원대, 창의면접전형,아동복지학과,-,-,1. 우리 대학 아동복지학과에 지원한 동기를 말해 주세요. 
2024,충북,서원대, 창의면접전형,아동복지학과,-,-,2. 아동복지학과 졸업 후 진로계획은 무엇인가요?
2024,충북,서원대, 창의면접전형,아동복지학과,-,-,3. 본인의 꿈(진로)을 위해 아동복지학과 진학 후 하고 싶은 활동은 무엇입니까?
2024,충북,서원대, 창의면접전형,아동복지학과,-,-,4. 자랑하고 싶은 자신의 장점은 무엇입니까?
2024,충북,서원대, 창의면접전형,아동복지학과,-,-,5. 오늘 면접을 위해 준비한 내용이 있다면?
2024,충북,서원대, 창의면접전형,상담심리학과,-,-,1. 우리 대학 상담심리학과에 지원한 동기를 말해 주세요. 
2024,충북,서원대, 창의면접전형,상담심리학과,-,-,2. 상담분야에 관심을 가지게 된 이유는 무엇입니까?
2024,충북,서원대, 창의면접전형,상담심리학과,-,-,3. 상담사에게 가장 필요한 역량은 무엇이라고 생각합니까?
2024,충북,서원대, 창의면접전형,상담심리학과,-,-,4. 예비 상담사로서 자신의 가장 큰 장점은 무엇입니까?
2024,충북,서원대, 창의면접전형,상담심리학과,-,-,5. 인간의 삶에서 가장 중요한 것이 무엇이라고 생각합니까?
2024,충북,서원대, 창의면접전형,"호텔외식조리학부(호텔조리전공,호텔디저트식음료전공)",-,-,1. 우리 대학교 호텔외식조리학부에 지원한 동기를 말해 주세요. 
2024,충북,서원대, 창의면접전형,"호텔외식조리학부(호텔조리전공,호텔디저트식음료전공)",-,-,2. 자기소개를 해주세요(30초 이내)
2024,충북,서원대, 창의면접전형,"호텔외식조리학부(호텔조리전공,호텔디저트식음료전공)",-,-,3. 입학 후 대학생활의 목표는 무엇이고 목표를 이루기 위한 계획은 무엇인가요?
2024,충북,서원대, 창의면접전형,"호텔외식조리학부(호텔조리전공,호텔디저트식음료전공)",-,-,4. 우리 학부를 졸업한 후 희망하는 직업과 포부는 무엇인가요?
2024,충북,서원대, 창의면접전형,"호텔외식조리학부(호텔조리전공,호텔디저트식음료전공)",-,-,5. 외식산업 분야에 종사하는 사람이 갖추어야하는 덕목은 무엇이라 생각하며 그 이유는 무엇입니까?
2024,충북,서원대, 창의면접전형,식품공학과,-,-,1. 우리 대학 식품공학과에 지원한 동기를 말해 주세요. 
2024,충북,서원대, 창의면접전형,식품공학과,-,-,2. 졸업 후 하고 싶은 일은 무엇인가요?
2024,충북,서원대, 창의면접전형,식품공학과,-,-,3. 본인의 좋은 성격과 장점을 말해주세요. 
2024,충북,서원대, 창의면접전형,식품공학과,-,-,4. 식품공학과에 입학 후 가장 하고 싶은 일은 무엇인가요?
2024,충북,서원대, 창의면접전형,식품공학과,-,-,5. 식품공학이 우리 생활에서 중요한 이유를 말해주세요.
2024,충북,서원대, 창의면접전형,바이오코스메틱학과,-,-,1. 우리 대학 바이오코스메틱학과에 지원한 동기를 말해 주세요
2024,충북,서원대, 창의면접전형,바이오코스메틱학과,-,-,4. 자신이 가장 존경하는 사람과 그 이유는 무엇인가요?
2024,충북,서원대, 창의면접전형,바이오코스메틱학과,-,-,2. 장래의 꿈은 무엇이며 그 꿈 실현을 위해 어떻게 할 것인지 말해 주세요. 
2024,충북,서원대, 창의면접전형,바이오코스메틱학과,-,-,3. 현재 지원자가 가지고 있는 물건을 통해 자신의 특성을 표현해 주세요. 
2024,충북,서원대, 창의면접전형,바이오코스메틱학과,-,-,5. 좋아하는 화장품 브랜드와 그 이유를 말해 주세요. 
2024,충북,서원대, 창의면접전형,뷰티학과,-,-,1. 우리 대학 뷰티학과에 지원한 동기를 말해 주세요 [필수]
2024,충북,서원대, 창의면접전형,뷰티학과,-,-,2. 자기소개를 해 주세요. 
2024,충북,서원대, 창의면접전형,뷰티학과,-,-,3. 뷰티학과에 입학 후 하고 싶은 장래포부는 무엇인가요?
2024,충북,서원대, 창의면접전형,뷰티학과,-,-,"4. 뷰티학과 입학 후 자신이 희망하는 전공은 무엇이며, 그 전공을 위해 어떤 노력을 하였는가?"
2024,충북,서원대, 창의면접전형,뷰티학과,-,-,"5. 본인 성격의 장점과 단점은 무엇이며, 단점을 극복하기 위한 방법은 무엇인가요?"
2024,충북,서원대, 창의면접전형,제약공학과,-,-,1. 우리 대학 제약공학과에 지원한 동기를 말해 주세요. 
2024,충북,서원대, 창의면접전형,제약공학과,-,-,2. 자기 소개를 간단히 해주세요(30초)
2024,충북,서원대, 창의면접전형,제약공학과,-,-,3. 제약공학과 입학 후 대학생활에서 꼭 하고 싶은 일은 무엇인가요?
2024,충북,서원대, 창의면접전형,제약공학과,-,-,4. 본인의 미래에 대한 계획과 포부를 말해 주세요. 
2024,충북,서원대, 창의면접전형,제약공학과,-,-,5. 본인에 대해 최대한 자랑해보세요
2024,충북,서원대, 창의면접전형,헬스케어운동학과,-,-,1. 우리 대학 헬스케어운동학과에 지원한 동기를 말해 주세요. 
2024,충북,서원대, 창의면접전형,헬스케어운동학과,-,-,3. 자신의 장점을 말해 주세요. 
2024,충북,서원대, 창의면접전형,헬스케어운동학과,-,-,2. 우리 대학 헬스케어운동학과에서는 어떠한 공부를 하고 있다고 알고 있습니까?
2024,충북,서원대, 창의면접전형,헬스케어운동학과,-,-,4. 본인이 가장 좋아하는 운동이 무엇인지 말해 주세요. 
2024,충북,서원대, 창의면접전형,헬스케어운동학과,-,-,5. 졸업 후 어떤 일을 하고 싶은지 말해보세요. 
2024,충북,서원대, 창의면접전형,컴퓨터공학과,-,-,1. 우리 대학 컴퓨터공학과에 지원한 동기를 말해 주세요.
2024,충북,서원대, 창의면접전형,컴퓨터공학과,-,-,3. 컴퓨터공학과 입학 후 가장 해보고 싶은 일은 무엇인가요?
2024,충북,서원대, 창의면접전형,컴퓨터공학과,-,-,4. 컴퓨터공학과 졸업 후 10년 뒤 자신의 모습을 예상한다면?
2024,충북,서원대, 창의면접전형,컴퓨터공학과,-,-,5. 인간은 높은 지능의 AI와 공존할 수 있을까요?
2024,충북,서원대, 창의면접전형,컴퓨터공학과,-,-, 2. 컴퓨터공학과에서 배워보고 싶은 기술 분야는 무엇인가요?
2024,충북,서원대, 창의면접전형,소프트웨어학과,-,-,1. 우리 대학 소프트웨어학과에 지원한 동기를 말해보세요. 
2024,충북,서원대, 창의면접전형,소프트웨어학과,-,-,4. 본인이 인공지능시스템을 개발한다면 어떤 시스템을 만들고 싶은가요?
2024,충북,서원대, 창의면접전형,소프트웨어학과,-,-,5. 학과 친구와 팀을 이루어서 과제를 할 때 팀원들 간에 가장 중요한 것은 무엇이라고 생각하나요?
2024,충북,서원대, 창의면접전형,소프트웨어학과,-,-,3. 소프트웨어학과에 입학 후 대학생활에서 가장 하고 싶은 일은 무엇인가요? 
2024,충북,서원대, 창의면접전형,소프트웨어학과,-,-,2. 자기소개를 해주세요. 
2024,충북,서원대, 창의면접전형," 미디어콘텐츠학부(멀티미디어전공,영상미디어전공)",-,-,1. 우리 대학 미디어콘텐츠학부에 지원한 동기를 말해 주세요. 
2024,충북,서원대, 창의면접전형," 미디어콘텐츠학부(멀티미디어전공,영상미디어전공)",-,-, 3. 미디어콘텐츠 분야를 경험하기 위해 본인이 어떤 노력을 했는지 말해보세요. 
2024,충북,서원대, 창의면접전형," 미디어콘텐츠학부(멀티미디어전공,영상미디어전공)",-,-,2. 멀티미디어전공과 영상미디어전공 중 어느 분야에 관심이 있는지와 관련된 활동을 해본 경험이 있는지  말해보세요.
2024,충북,서원대, 창의면접전형," 미디어콘텐츠학부(멀티미디어전공,영상미디어전공)",-,-,4. 자신이 도전적이었다고 말할 수 있는 일을 소개해 보세요. 
2024,충북,서원대, 창의면접전형," 미디어콘텐츠학부(멀티미디어전공,영상미디어전공)",-,-,5. 입학 후 하고 싶은 것과 장래 포부를 구체적으로 말해보세요
2024,충북,서원대, 창의면접전형,패션의류학과,-,-,1. 우리 대학 패션의류학과에 지원한 동기를 말해 주세요. 
2024,충북,서원대, 창의면접전형,패션의류학과,-,-,3. 대학생활을 통해 최종적으로 이루고 싶은 목표는 무엇인가요?
2024,충북,서원대, 창의면접전형,패션의류학과,-,-,4. 타인과 의견 충돌이 일어났을 경우 합의점을 모으기 위한 방법은 무엇인가요?
2024,충북,서원대, 창의면접전형,패션의류학과,-,-,5. 지원자가 옷을 디자인한다면 어떤 옷을 디자인하고 싶은지 말해 주세요. 
2024,충북,서원대, 창의면접전형,패션의류학과,-,-,2. 좋아하는 디자이너와 브랜드는 무엇이며 그 이유는 무엇인가요?
2024,충북,서원대, 창의면접전형,레저스포츠학부,-,-,1. 우리 대학 레저스포츠학부에 지원한 동기를 말해 주세요. 
2024,충북,서원대, 창의면접전형,레저스포츠학부,-,-,5. 레저스포츠학부 입학 후 자신의 진로계획과 목표는 무엇입니까?
2024,충북,서원대, 창의면접전형,레저스포츠학부,-,-,2. 자기소개를 해주세요.
2024,충북,서원대, 창의면접전형,레저스포츠학부,-,-, 3. 지금까지 본인이 경험한 스포츠 활동에 대해 이야기 해주세요. 
2024,충북,서원대, 창의면접전형,레저스포츠학부,-,-,4. 레저스포츠가 사람들에게 제공하는 가치는 무엇이라고 생각합니까?
2024,충북,서원대,체육특기자전형,레저스포츠학부,-,-,1. 우리 대학 레저스포츠학부에 지원한 동기를 말해 주세요. 
2024,충북,서원대,체육특기자전형,레저스포츠학부,-,-,4. 대학 입학 후 학업과 운동을 병행해야 하는 상황에서 본인의 계획은 무엇입니까?
2024,충북,서원대,체육특기자전형,레저스포츠학부,-,-,5. 대학 졸업 후 진로 계획은 무엇입니까?
2024,충북,서원대,체육특기자전형,레저스포츠학부,-,-,2. 자기소개를 해주세요. 
2024,충북,서원대,체육특기자전형,레저스포츠학부,-,-,3. 본인의 강점과 약점은 무엇입니까?
2024,충북,세명대,면접우수자전형,임상병리학과,-,-,① 코로나바이러스 등과 같은 바이러스는 다른 미생물(세균)과 어떤 점이 다른지 설명해 주세요
2024,충북,세명대,면접우수자전형,임상병리학과,-,-,② 혈액은 어떤 세포들로 구성되어 있는지 간단하게 설명해 주세요
2024,충북,세명대, 어학특기자전형,-,-,지원동기,세명대학교 외국어학부를 지원하게 된 계기는 무엇인가요?
2024,충북,세명대, 어학특기자전형,-,-,전공적성,본인의 외국어 능력 중 가장 취약한 부분은 무엇이며 이를 보완하기 위해 학교나 선배들로부터 가장 받고 싶은 도움은 무엇인가요? 
2024,충북,세명대,면접전형,-,-,지원동기,"? 경찰이 되고 싶어서 경찰학과를 지원하게 되었다면, 경찰에 대해 관심을 갖게 된 이유와 경찰학과에서키우고 싶은 역량은 무엇인가요?"
2024,충북,세명대,면접전형,-,-,지원동기,? 종합적인 학문과 시스템 사고를 중시하는 경영학과를 지원한 이유는? 
2024,충북,세명대,면접전형,-,-,지원동기,? 세명대학교 호텔경영학과에 입학하기 위해 남들은 안하는데 본인이 특별히 준비한게 있다면 어떤 것이 있나요?
2024,충북,세명대,면접전형,-,-,지원동기,? 자신만의 스트레스 관리방법이 있나요?
2024,충북,세명대,면접전형,-,-,지원동기,? 대학생이 되고나서 가장 하고 싶은 일은 무엇인가요?
2024,충북,세명대,면접전형,-,-,전공적성,? 고령화 속도가 빠른 우리 나라에서 발생할 수 있는 문제들은 어떤 것이 있을까요?
2024,충북,세명대,면접전형,-,-,전공적성,? 신재생에너지 중 가장 효과적인 발전원을 선택하고 그 이유를 설명하세요. ? 간호학도로서 자신의 장단점과 임하는 각오는?
2024,충북,세명대,면접전형,-,-,전공적성,? 백신은 외부의 침입자로부터 어떻게 우리 신체를 방어할까요?
2024,충북,세명대,면접전형,-,-,전공적성,? 자신이 가진 뛰어난 재능(특기)은 무엇인가요?
2024,충북,유원대,-,-,-,인성(도덕성),자신이 정직해서 손해봤다고 생각했던 경험이 있나요? 사례를 들어 얘기해보세요. 
2024,충북,유원대,-,-,-,인성(도덕성),지금까지 돌이켜 생각해볼 때 가장 양심의 가책을 느꼈던 경험이 있었나요? 어떤 경험이었는지 얘기해보세요.
2024,충북,유원대,-,-,-,인성(사회성),지금까지 대인관계에서 힘들었던 적이 있나요? 사례를 들고 이를 극복하기 위해 무엇을 하셨습니까?
2024,충북,유원대,-,-,-,인성(사회성),"친구관계에서 가장 중요하다고 생각하는 것은 무엇이고, 왜 그렇게 생각하는지 얘기해보세요."
